DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;03/2025;49;51600;102500.0;129.674;101.484;56.38;9;VAGO;50900.0;98.64341085271317
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;03/2025;50;763000;771100.99;2553.75;1838.7;1021.5;1;OCUPADO;8100.989999999991;1.0617287024901692
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;03/2025;52;189300;190000.0;115.0;90.0;50.0;2;CONSTRUIDO;700.0;0.369783412572636
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;03/2025;55;428000;451101.01;939.66;438.508;313.22;4;VAGO;23101.01000000001;5.397432242990656
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;03/2025;56;425000;432000.0;931.02;434.476;310.34;2;VAGO;7000.0;1.647058823529412
QR-SAMAMBAIA;SAMAMBAIA;60214;03/2025;60;114000;131500.0;210.0;210.0;105.0;3;OCUPADO;17500.0;15.350877192982457
CENTRO URBANO;SAMAMBAIA;60217;03/2025;61;448000;500000.0;720.0;480.0;240.0;3;VAGO;52000.0;11.607142857142858
QN-SAMAMBAIA;SAMAMBAIA;60217;03/2025;64;927000;1457000.0;3243.6;1908.0;954.0;1;VAGO;530000.0;57.17367853290184
QN-SAMAMBAIA;SAMAMBAIA;60217;03/2025;65;649000;1190000.0;2436.0;1218.0;609.0;3;VAGO;541000.0;83.35901386748844
QS-SAMAMBAIA;SAMAMBAIA;60217;03/2025;67;131000;171613.0;350.0;200.0;100.0;2;VAGO;40613.0;31.002290076335875
QN-SAMAMBAIA;SAMAMBAIA;60219;03/2025;71;146000;158300.0;300.0;200.0;100.0;3;VAGO;12300.0;8.424657534246576
QS-SAMAMBAIA;SAMAMBAIA;60219;03/2025;72;121000;145013.13;300.0;200.0;100.0;1;VAGO;24013.130000000005;19.84556198347108
QS-SAMAMBAIA;SAMAMBAIA;60219;03/2025;73;73100;115000.0;300.0;200.0;100.0;7;VAGO;41900.0;57.3187414500684
QS-SAMAMBAIA;SAMAMBAIA;60219;03/2025;74;146000;206522.0;300.0;200.0;100.0;3;VAGO;60522.0;41.45342465753425
QN-SAMAMBAIA;SAMAMBAIA;60220;03/2025;77;745000;761000.0;2445.0;1630.0;815.0;1;VAGO;16000.0;2.1476510067114094
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2025;78;341000;346000.0;1062.06;708.04;354.02;1;OBSTRUIDO;5000.0;1.466275659824047
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2025;79;121000;211000.0;300.0;200.0;100.0;6;VAGO;90000.0;74.3801652892562
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2025;80;386000;387000.0;1218.72;812.48;406.24;1;VAGO;1000.0;0.2590673575129534
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2025;81;641000;761000.0;2090.01;1393.34;696.67;1;VAGO;120000.0;18.720748829953198
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2025;82;121000;190000.0;300.0;200.0;100.0;5;VAGO;69000.0;57.02479338842975
BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;03/2025;83;829000;950000.0;1866.285;1555.238;622.095;1;OCUPADO;121000.0;14.595898673100121
DESENVOLVIMENTO  ECONOMICO  M/NORTE;TAGUATINGA;60227;03/2025;87;330000;380000.0;500.07;333.38;166.69;3;OCUPADO;50000.0;15.151515151515152
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;05/2025;3;1570000;1695824.0;1120.0;1120.0;800.0;1;VAGO;125824.0;8.014267515923565
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;05/2025;6;276000;731100.0;20.0;20.0;20.0;6;OBSTRUIDO;455100.0;164.8913043478261
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;05/2025;7;376000;378000.0;1134.0;756.0;378.0;1;OBSTRUIDO;2000.0;0.5319148936170213
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2025;9;113000;300000.01;480.375;480.375;320.25;9;EM CONSTRUCAO;187000.01;165.48673451327434
SETOR INDUSTRIAL I                           ;CEILANDIA;60221;05/2025;10;70000;76999.99;360.0;360.0;180.0;2;OCUPADO;6999.990000000005;9.999985714285723
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2025;11;79600;241999.0;315.0;315.0;210.0;5;VAGO;162399.0;204.01884422110555
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2025;12;79600;241999.0;315.0;315.0;210.0;4;VAGO;162399.0;204.01884422110555
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2025;13;79600;261999.0;315.0;315.0;210.0;7;VAGO;182399.0;229.14447236180905
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2025;14;79600;261999.0;315.0;315.0;210.0;7;OBSTRUIDO;182399.0;229.14447236180905
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;18;260000;440022.01;345.6;345.6;144.0;19;VAGO;180022.01;69.23923461538462
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;19;260000;440000.13;345.6;345.6;144.0;18;VAGO;180000.13;69.23081923076924
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;20;260000;367000.0;345.6;345.6;144.0;5;OBSTRUIDO;107000.0;41.15384615384615
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;21;260000;306000.0;345.6;345.6;144.0;1;OCUPADO;46000.0;17.692307692307693
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;22;260000;305100.0;345.6;345.6;144.0;2;OBSTRUIDO;45100.0;17.346153846153847
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;23;260000;282100.0;345.6;345.6;144.0;1;OCUPADO;22100.0;8.5
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;24;260000;271200.0;345.6;345.6;144.0;1;OCUPADO;11200.0;4.3076923076923075
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;25;295000;426000.0;399.6;399.6;166.5;7;OBSTRUIDO;131000.0;44.40677966101695
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;26;295000;305200.0;399.6;399.6;166.5;1;OCUPADO;10200.0;3.457627118644068
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;27;260000;280000.0;345.6;345.6;144.0;2;OBSTRUIDO;20000.0;7.6923076923076925
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;28;260000;331500.0;345.6;345.6;144.0;3;OCUPADO;71500.0;27.500000000000004
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;05/2025;29;260000;321500.0;345.6;345.6;144.0;2;OCUPADO;61500.0;23.653846153846153
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;35;317000;317555.55;420.0;420.0;420.0;1;VAGO;555.5499999999884;0.1752523659305957
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;36;329000;348741.11;455.36;455.36;455.36;2;VAGO;19741.109999999986;6.0003373860182325
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;37;317000;325590.01;420.0;420.0;420.0;1;VAGO;8590.01000000001;2.709782334384861
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;38;317000;325590.01;420.0;420.0;420.0;1;VAGO;8590.01000000001;2.709782334384861
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;39;317000;321000.0;420.0;420.0;420.0;1;VAGO;4000.0;1.2618296529968454
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;41;330000;340590.01;456.36;456.36;456.36;1;VAGO;10590.01000000001;3.2090939393939424
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;42;333000;340590.01;465.53;465.53;465.53;1;VAGO;7590.010000000009;2.2792822822822854
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;44;317000;322000.18;420.0;420.0;420.0;2;VAGO;5000.179999999993;1.5773438485804394
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;05/2025;47;357000;375100.0;538.95;538.95;538.95;1;VAGO;18100.0;5.0700280112044815
SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;05/2025;53;44400;78500.0;120.0;120.0;60.0;3;VAGO;34100.0;76.8018018018018
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;05/2025;55;232000;233333.33;750.72;750.72;187.68;1;OCUPADO;1333.3299999999872;0.5747112068965462
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;05/2025;56;191000;232100.15;605.6;605.6;151.4;1;OCUPADO;41100.149999999994;21.518403141361254
QS-SAMAMBAIA;SAMAMBAIA;60219;05/2025;71;73100;73101.0;300.0;200.0;100.0;1;VAGO;1.0;0.0013679890560875513
QS-SAMAMBAIA;SAMAMBAIA;60219;05/2025;72;73100;73100.0;300.0;200.0;100.0;1;VAGO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60219;05/2025;73;73100;74251.0;300.0;200.0;100.0;2;VAGO;1151.0;1.5745554035567715
QN-SAMAMBAIA;SAMAMBAIA;60220;05/2025;74;121000;155459.15;300.0;200.0;100.0;3;VAGO;34459.149999999994;28.47863636363636
QN-SAMAMBAIA;SAMAMBAIA;60220;05/2025;76;515000;710000.0;2806.71;1871.14;935.57;2;VAGO;195000.0;37.86407766990291
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;77;176000;281250.0;494.04;329.36;164.68;9;VAGO;105250.0;59.80113636363637
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;78;121000;126999.99;300.0;200.0;100.0;2;VAGO;5999.990000000005;4.958669421487608
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;79;121000;126999.99;300.0;200.0;100.0;2;VAGO;5999.990000000005;4.958669421487608
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;80;73100;122000.0;300.0;200.0;100.0;2;VAGO;48900.0;66.89466484268127
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;81;73100;130535.5;300.0;200.0;100.0;4;VAGO;57435.5;78.57113543091656
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;82;1170000;1960000.0;3881.58;2587.72;1293.86;7;VAGO;790000.0;67.52136752136752
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;83;282000;350000.0;862.5;575.0;287.5;2;VAGO;68000.0;24.113475177304963
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;84;293000;294011.11;900.0;600.0;300.0;1;VAGO;1011.109999999986;0.3450887372013604
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;85;425000;426111.11;1350.0;900.0;450.0;1;VAGO;1111.109999999986;0.2614376470588202
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;86;82900;115000.0;150.0;100.0;50.0;2;OBSTRUIDO;32100.0;38.72135102533172
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;87;331000;480000.0;1028.88;685.92;342.96;5;VAGO;149000.0;45.01510574018127
QS-SAMAMBAIA;SAMAMBAIA;60220;05/2025;88;289000;361008.0;885.09;590.06;295.03;2;OCUPADO;72008.0;24.916262975778547
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;05/2025;90;195300;369900.0;240.0;240.0;120.0;7;OCUPADO;174600.0;89.40092165898618
SANTA MARIA                                  ;SANTA MARIA;60217;05/2025;91;1140000;1140000.0;3200.0;1120.0;800.0;1;OCUPADO;0.0;0.0
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;06/2025;1;6890000;6907111.0;2220.0;2220.0;740.0;1;VAGO;17111.0;0.2483454281567489
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;06/2025;2;7580000;7700111.0;2220.0;2220.0;740.0;1;VAGO;120111.0;1.5845778364116097
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;06/2025;3;154000;185000.0;500.0;500.0;250.0;5;VAGO;31000.0;20.12987012987013
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;06/2025;4;154000;185090.89;500.0;500.0;250.0;6;VAGO;31090.890000000014;20.18888961038962
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;06/2025;5;154000;172599.99;500.0;500.0;250.0;5;VAGO;18599.98999999999;12.077915584415578
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;06/2025;6;154000;235111.11;500.0;500.0;250.0;5;CERCADO;81111.10999999999;52.66955194805194
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;06/2025;7;154000;210000.0;500.0;500.0;250.0;4;CERCADO;56000.0;36.36363636363637
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;06/2025;9;273000;300000.99;750.0;500.0;250.0;2;VAGO;27000.98999999999;9.890472527472523
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;06/2025;10;273000;367300.0;750.0;500.0;250.0;2;VAGO;94300.0;34.54212454212454
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;06/2025;11;376000;438999.99;1134.0;756.0;378.0;3;OCUPADO;62999.98999999999;16.7553164893617
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;06/2025;12;423000;483999.99;1307.25;871.5;435.75;5;VAGO;60999.98999999999;14.420801418439714
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60220;06/2025;13;341000;401000.0;1000.0;500.0;250.0;1;VAGO;60000.0;17.595307917888565
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60220;06/2025;19;341000;341100.0;1000.0;500.0;250.0;1;CERCADO;100.0;0.02932551319648094
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;06/2025;24;144000;210000.0;300.0;300.0;150.0;3;OCUPADO;66000.0;45.83333333333333
SETOR INDUSTRIAL I                           ;CEILANDIA;60227;06/2025;25;38500;51150.0;120.0;120.0;60.0;4;VAGO;12650.0;32.857142857142854
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;06/2025;29;233000;250000.0;409.92;256.2;256.2;1;VAGO;17000.0;7.296137339055794
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2025;30;315000;329700.0;431.088;431.088;179.62;2;VAGO;14700.0;4.666666666666667
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2025;31;298000;441022.01;404.736;404.736;168.64;7;VAGO;143022.01;47.993963087248325
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2025;32;295000;426900.0;399.6;399.6;166.5;9;VAGO;131900.0;44.71186440677966
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2025;33;295000;487694.99;399.6;399.6;166.5;29;VAGO;192694.99;65.32033559322034
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2025;34;288000;491090.99;388.8;388.8;162.0;28;VAGO;203090.99;70.51770486111111
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60220;06/2025;38;533000;535000.0;432.0;432.0;144.0;1;VAGO;2000.0;0.37523452157598497
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;41;363000;415113.94;557.99;557.99;557.99;2;VAGO;52113.94;14.356457300275483
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;44;317000;322000.0;420.0;420.0;420.0;1;VAGO;5000.0;1.5772870662460567
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;47;317000;319856.36;420.0;420.0;420.0;1;VAGO;2856.359999999986;0.9010599369085129
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;48;317000;327748.79;420.0;420.0;420.0;2;VAGO;10748.789999999979;3.390785488958984
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;51;317000;320001.0;420.0;420.0;420.0;2;VAGO;3001.0;0.9466876971608832
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;52;317000;319836.99;420.0;420.0;420.0;1;VAGO;2836.9899999999907;0.8949495268138772
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;57;342000;345510.33;493.96;493.96;493.96;1;VAGO;3510.3300000000163;1.0264122807017593
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;06/2025;60;324000;327500.0;440.65;440.65;440.65;1;VAGO;3500.0;1.0802469135802468
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60221;06/2025;61;2010000;2123999.89;3600.0;3600.0;1000.0;1;VAGO;113999.89000000013;5.671636318407967
PARANOÁ PARQUE;PARANOA;60221;06/2025;64;1230000;1242500.0;4364.406;2424.67;2424.67;1;VAGO;12500.0;1.0162601626016259
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;06/2025;74;616000;710000.0;1805.875;1300.23;722.35;1;VAGO;94000.0;15.259740259740258
QUADRA DE OFICINAS;RIACHO FUNDO;60227;06/2025;76;289000;411111.11;400.0;280.0;200.0;4;CONSTRUIDO;122111.10999999999;42.25297923875432
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;06/2025;77;120000;190000.01;183.3;128.31;91.65;4;OCUPADO;70000.01000000001;58.33334166666667
QN-SAMAMBAIA;SAMAMBAIA;60217;06/2025;82;447300;587000.0;525.0;300.0;150.0;2;OCUPADO;139700.0;31.231835457187568
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2025;84;121000;125005.1;300.0;200.0;100.0;1;VAGO;4005.100000000006;3.3100000000000045
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2025;85;744000;890010.0;2007.75;1338.5;669.25;1;OCUPADO;146010.0;19.625
QN-SAMAMBAIA;SAMAMBAIA;60220;06/2025;86;122940;123000.0;225.0;150.0;75.0;1;OCUPADO;60.0;0.04880429477794046
QN-SAMAMBAIA;SAMAMBAIA;60220;06/2025;87;288000;351000.0;883.2;588.8;294.4;4;VAGO;63000.0;21.875
QN-SAMAMBAIA;SAMAMBAIA;60220;06/2025;90;602000;803000.33;1956.0;1304.0;652.0;3;VAGO;201000.32999999996;33.38875913621262
QN-SAMAMBAIA;SAMAMBAIA;60220;06/2025;91;1190000;2000001.0;3975.18;2650.12;1325.06;3;VAGO;810001.0;68.06731092436975
QN-SAMAMBAIA;SAMAMBAIA;60220;06/2025;92;664000;1163000.33;2167.77;1445.18;722.59;3;VAGO;499000.3300000001;75.15065210843375
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2025;94;73100;100000.0;300.0;200.0;100.0;9;VAGO;26900.0;36.79890560875513
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;06/2025;98;750000;755000.0;2390.622;919.47;919.47;1;OBSTRUIDO;5000.0;0.6666666666666667
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;06/2025;99;1900000;2120000.0;6863.454;2639.79;2639.79;3;VAGO;220000.0;11.578947368421053
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;08/2025;2;153000;225950.0;500.0;500.0;250.0;6;OCUPADO;72950.0;47.67973856209151
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;08/2025;11;376000;385000.0;1134.0;756.0;378.0;5;VAGO;9000.0;2.393617021276596
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;08/2025;12;402000;515999.99;1228.5;819.0;409.5;1;OBSTRUIDO;113999.98999999999;28.358206467661688
SETOR SUL                                    ;GAMA;60215;08/2025;13;149000;150200.0;625.0;625.0;312.5;2;OCUPADO;1200.0;0.8053691275167786
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;08/2025;17;233000;251250.0;409.92;256.2;256.2;1;VAGO;18250.0;7.832618025751073
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;18;260000;325520.0;345.6;345.6;144.0;6;VAGO;65520.0;25.2
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;19;260000;417300.0;345.6;345.6;144.0;9;VAGO;157300.0;60.5
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;20;260000;389000.77;345.6;345.6;144.0;8;VAGO;129000.77000000002;49.61568076923078
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;21;260000;399000.99;345.6;345.6;144.0;17;VAGO;139000.99;53.461919230769226
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;22;260000;433000.0;345.6;345.6;144.0;18;VAGO;173000.0;66.53846153846153
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;23;295000;495990.0;399.336;399.336;166.39;6;EM CONSTRUCAO;200990.0;68.13220338983051
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;24;299000;492990.0;405.696;405.696;169.04;6;VAGO;193990.0;64.87959866220736
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;08/2025;25;265000;445111.99;352.8;352.8;147.0;16;VAGO;180111.99;67.96678867924528
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;26;318000;357999.0;424.23;424.23;424.23;3;VAGO;39999.0;12.578301886792453
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;30;338000;371999.0;479.47;479.47;479.47;1;VAGO;33999.0;10.058875739644972
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;32;317000;318100.0;420.0;420.0;420.0;1;VAGO;1100.0;0.3470031545741325
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;38;317000;318000.0;420.0;420.0;420.0;1;VAGO;1000.0;0.31545741324921134
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;39;345000;360000.0;501.705;501.705;501.705;2;VAGO;15000.0;4.3478260869565215
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;40;355000;357200.0;533.05;533.05;533.05;2;VAGO;2200.0;0.6197183098591549
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;41;360000;378468.0;549.01;549.01;549.01;3;VAGO;18468.0;5.13
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;42;336000;336253.0;474.17;474.17;474.17;1;VAGO;253.0;0.07529761904761906
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;08/2025;52;343000;350099.0;496.41;496.41;496.41;1;VAGO;7099.0;2.0696793002915452
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;08/2025;59;160000;200000.0;394.289;308.574;171.43;2;VAGO;40000.0;25.0
RECANTO DAS EMAS;RECANTO DAS EMAS;60221;08/2025;66;238000;239000.0;666.06;599.454;333.03;1;VAGO;1000.0;0.42016806722689076
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2025;70;150000;155100.0;273.0;127.4;91.0;2;VAGO;5100.0;3.4000000000000004
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60223;08/2025;79;1480000;1631000.0;3713.175;2079.378;1485.27;1;VAGO;151000.0;10.202702702702702
CENTRO URBANO;SAMAMBAIA;60217;08/2025;82;464000;481000.0;750.0;500.0;250.0;1;VAGO;17000.0;3.6637931034482754
QN-SAMAMBAIA;SAMAMBAIA;60217;08/2025;85;158000;162740.0;350.0;200.0;100.0;1;OBSTRUIDO;4740.0;3.0
QN-SAMAMBAIA;SAMAMBAIA;60217;08/2025;86;158000;160000.0;350.0;200.0;100.0;1;OBSTRUIDO;2000.0;1.2658227848101267
QN-SAMAMBAIA;SAMAMBAIA;60217;08/2025;90;1240000;2401000.0;3604.0;2120.0;1060.0;3;VAGO;1161000.0;93.62903225806451
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2025;95;121000;122020.0;300.0;200.0;100.0;1;VAGO;1020.0;0.8429752066115702
QN-SAMAMBAIA;SAMAMBAIA;60220;08/2025;99;1030000;2161000.0;3406.5;2271.0;1135.5;3;VAGO;1131000.0;109.80582524271844
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2025;100;121000;145103.3;300.0;200.0;100.0;1;VAGO;24103.29999999999;19.92008264462809
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2025;101;121000;165103.4;300.0;200.0;100.0;1;VAGO;44103.399999999994;36.449090909090906
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2025;102;121000;165103.4;300.0;200.0;100.0;2;VAGO;44103.399999999994;36.449090909090906
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2025;103;381000;521000.0;1200.0;800.0;400.0;3;OBSTRUIDO;140000.0;36.74540682414698
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2025;104;381000;466990.0;1200.0;800.0;400.0;2;VAGO;85990.0;22.569553805774277
SANTA MARIA                                  ;SANTA MARIA;60218;08/2025;110;119000;130000.0;500.0;280.0;200.0;2;OCUPADO;11000.0;9.243697478991598
SANTA MARIA                                  ;SANTA MARIA;60224;08/2025;111;265000;270000.0;1440.0;840.0;600.0;2;OCUPADO;5000.0;1.8867924528301887
BAIRRO CRIXÁ;SAO SEBASTIAO;60217;08/2025;113;1940000;1988500.0;4551.753;1517.251;1517.251;1;VAGO;48500.0;2.5
SETOR DE SUPERQUADRAS SUL                    ;BRASILIA;60142;09/2025;2;2210000;2255555.0;234.27;234.27;234.27;1;OCUPADO;45555.0;2.0613122171945704
