DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;05/2020;13;2140000;2152100.0;6884.22;2294.74;1147.37;1;OBSTRUIDO;12100.0;0.5654205607476636
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60224;05/2020;15;330000;402347.49;1200.0;1200.0;600.0;5;VAGO;72347.48999999999;21.923481818181813
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;17;207000;266999.99;1400.0;1400.0;700.0;1;VAGO;59999.98999999999;28.98550241545893
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;19;207000;238999.99;1400.0;1400.0;700.0;1;VAGO;31999.98999999999;15.458932367149755
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;20;207000;217350.0;1400.0;1400.0;700.0;1;VAGO;10350.0;5.0
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;21;207000;241999.99;1400.0;1400.0;700.0;1;CERCADO;34999.98999999999;16.908207729468593
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;22;207000;217350.0;1400.0;1400.0;700.0;1;VAGO;10350.0;5.0
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;23;207000;238999.99;1400.0;1400.0;700.0;1;VAGO;31999.98999999999;15.458932367149755
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;24;207000;230000.0;1400.0;1400.0;700.0;2;VAGO;23000.0;11.11111111111111
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;25;207000;239999.99;1400.0;1400.0;700.0;1;VAGO;32999.98999999999;15.942024154589369
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;26;207000;230000.0;1400.0;1400.0;700.0;2;VAGO;23000.0;11.11111111111111
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;27;207000;241999.99;1400.0;1400.0;700.0;1;VAGO;34999.98999999999;16.908207729468593
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;05/2020;28;207000;230000.0;1400.0;1400.0;700.0;1;VAGO;23000.0;11.11111111111111
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;05/2020;30;135000;161100.0;300.0;300.0;150.0;2;VAGO;26100.0;19.333333333333332
SETOR DE MATERIAL DE CONSTRUCAO              ;CEILANDIA;60227;05/2020;31;39400;42000.0;140.0;140.0;70.0;3;OCUPADO;2600.0;6.598984771573605
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;05/2020;36;426000;503167.0;1417.11;1417.11;944.74;7;VAGO;77167.0;18.11431924882629
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;05/2020;37;463000;471500.0;1200.0;1200.0;800.0;2;VAGO;8500.0;1.8358531317494602
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;05/2020;38;419000;447000.0;1260.0;1260.0;840.0;4;VAGO;28000.0;6.682577565632458
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;05/2020;40;374000;451000.0;1200.0;1200.0;800.0;7;VAGO;77000.0;20.588235294117645
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;05/2020;42;412000;505000.99;636.4;636.4;795.5;12;VAGO;93000.98999999999;22.573055825242715
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;05/2020;43;450000;623000.0;724.576;724.576;905.72;12;VAGO;173000.0;38.44444444444444
PARANOÁ PARQUE;PARANOA;60221;05/2020;44;1840000;1850000.0;6156.023;3420.013;3420.013;1;VAGO;10000.0;0.5434782608695652
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;05/2020;52;226000;236000.0;621.897;486.702;270.39;1;OCUPADO;10000.0;4.424778761061947
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;05/2020;55;311000;333891.71;1060.0;1060.0;265.0;1;OCUPADO;22891.71000000002;7.360678456591646
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;05/2020;57;157000;311000.0;453.24;211.512;151.08;6;OCUPADO;154000.0;98.08917197452229
QN-SAMAMBAIA;SAMAMBAIA;60217;05/2020;59;1220000;1700010.0;3931.454;2312.62;1156.31;1;EM CONSTRUCAO;480010.0;39.34508196721311
QN-SAMAMBAIA;SAMAMBAIA;60220;05/2020;66;109000;140000.0;300.0;200.0;100.0;2;VAGO;31000.0;28.440366972477065
QN-SAMAMBAIA;SAMAMBAIA;60220;05/2020;67;109000;136000.0;300.0;200.0;100.0;5;VAGO;27000.0;24.770642201834864
QN-SAMAMBAIA;SAMAMBAIA;60220;05/2020;69;109000;135100.0;300.0;200.0;100.0;1;VAGO;26100.0;23.94495412844037
SETOR E SUL-QUADRA COMERCIAL                 ;TAGUATINGA;60217;05/2020;81;203000;203000.0;400.0;200.0;100.0;1;OBSTRUIDO;0.0;0.0
BAIRRO AGUAS CLARAS;TAGUATINGA;60219;08/2020;1;6950000;14109999.0;20000.0;12000.0;4000.0;8;CERCADO;7159999.0;103.02156834532374
BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60225;08/2020;4;596000;712965.89;1250.0;1250.0;625.0;5;VAGO;116965.89000000001;19.625149328859063
SETOR P NORTE-ENTREQUADRA                    ;CEILANDIA;60216;08/2020;12;923000;923000.0;4247.0;2123.5;1061.75;1;OCUPADO;0.0;0.0
SETOR O NORTE                                ;CEILANDIA;60217;08/2020;16;1740000;2158000.0;7650.0;5100.0;2550.0;2;VAGO;418000.0;24.022988505747126
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;08/2020;19;343000;401865.0;1095.0;730.0;365.0;1;CERCADO;58865.0;17.161807580174926
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;08/2020;20;207000;286262.0;1400.0;1400.0;700.0;5;CERCADO;79262.0;38.29082125603865
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;08/2020;21;207000;262220.0;1400.0;1400.0;700.0;3;CERCADO;55220.0;26.67632850241546
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;08/2020;22;207000;237560.0;1400.0;1400.0;700.0;1;OCUPADO;30560.0;14.763285024154591
SETOR NORTE                                  ;GAMA;60228;08/2020;28;1050000;1208000.0;7000.0;7000.0;3500.0;2;OBSTRUIDO;158000.0;15.04761904761905
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60216;08/2020;29;5283000;6010000.0;4000.0;3000.0;1000.0;1;OCUPADO;727000.0;13.761120575430628
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;08/2020;33;551000;635555.99;1738.41;1738.41;1158.94;8;VAGO;84555.98999999999;15.345914700544464
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60222;08/2020;34;3530000;3539990.0;7636.224;7636.224;6363.52;1;VAGO;9990.0;0.2830028328611898
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60228;08/2020;35;1810000;1820000.0;3276.0;3276.0;2730.0;1;VAGO;10000.0;0.5524861878453038
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;08/2020;46;151000;176670.0;488.4;488.4;122.1;2;OBSTRUIDO;25670.0;17.0
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2020;50;405000;410000.0;1350.0;630.0;450.0;1;SITUACAO NAO CADASTRADA;5000.0;1.2345679012345678
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2020;53;102000;155000.0;273.0;127.4;91.0;10;VAGO;53000.0;51.9607843137255
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;08/2020;54;387000;483750.0;1440.9;672.42;480.3;3;VAGO;96750.0;25.0
QN-SAMAMBAIA;SAMAMBAIA;60217;08/2020;56;118000;118050.0;350.0;200.0;100.0;1;VAGO;50.0;0.0423728813559322
QR-SAMAMBAIA;SAMAMBAIA;60217;08/2020;58;766000;766500.0;2812.04;1406.02;703.01;1;VAGO;500.0;0.06527415143603134
QN-SAMAMBAIA;SAMAMBAIA;60219;08/2020;60;1830000;2602000.0;5610.0;3740.0;1870.0;4;VAGO;772000.0;42.185792349726775
QN-SAMAMBAIA;SAMAMBAIA;60219;08/2020;61;1320000;1325990.0;4006.656;2671.104;1335.552;1;VAGO;5990.0;0.4537878787878788
QN-SAMAMBAIA;SAMAMBAIA;60219;08/2020;62;1090000;1100000.0;3300.0;2200.0;1100.0;1;VAGO;10000.0;0.9174311926605505
QN-SAMAMBAIA;SAMAMBAIA;60219;08/2020;63;133000;189599.0;300.0;200.0;100.0;9;VAGO;56599.0;42.55563909774436
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2020;77;133000;145000.0;300.0;200.0;100.0;2;VAGO;12000.0;9.022556390977442
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2020;78;133000;145000.0;300.0;200.0;100.0;1;VAGO;12000.0;9.022556390977442
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2020;79;133000;145000.0;300.0;200.0;100.0;2;VAGO;12000.0;9.022556390977442
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2020;80;133000;145000.0;300.0;200.0;100.0;5;VAGO;12000.0;9.022556390977442
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2020;84;66400;86149.99;300.0;200.0;100.0;6;VAGO;19749.990000000005;29.7439608433735
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2020;85;66400;81100.0;300.0;200.0;100.0;2;VAGO;14700.0;22.13855421686747
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;08/2020;87;332000;611025.0;1311.0;1311.0;655.5;2;OCUPADO;279025.0;84.04367469879517
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;08/2020;88;151000;220000.0;556.5;556.5;278.25;2;OCUPADO;69000.0;45.6953642384106
SANTA MARIA                                  ;SANTA MARIA;60217;08/2020;89;149000;155010.0;200.0;70.0;50.0;1;OBSTRUIDO;6010.0;4.033557046979866
SOBRADINHO                                   ;SOBRADINHO;60213;08/2020;91;2341323;2601000.0;5400.0;5400.0;900.0;2;OBSTRUIDO;259677.0;11.09103699062453
SETOR E SUL-QUADRA COMERCIAL                 ;TAGUATINGA;60217;08/2020;99;123570;161000.0;200.0;100.0;50.0;8;OCUPADO;37430.0;30.29052358986809
BAIRRO AGUAS CLARAS;TAGUATINGA;60217;11/2020;1;33700000;42200000.0;42412.48;25447.488;21206.24;3;OBSTRUIDO;8500000.0;25.222551928783382
BAIRRO AGUAS CLARAS;TAGUATINGA;60219;11/2020;2;21700000;31200000.0;29692.7;17815.62;5938.54;2;CERCADO;9500000.0;43.77880184331797
SETOR DE CLUBES ESPORTIVOS SUL               ;BRASILIA;1768;11/2020;6;13400000;13412000.0;10200.0;10200.0;17000.0;1;VAGO;12000.0;0.08955223880597014
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;7;14900000;23107823.0;5796.0;5796.0;920.0;5;VAGO;8207823.0;55.086060402684566
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;8;14900000;21801018.0;5796.0;5796.0;920.0;8;VAGO;6901018.0;46.31555704697987
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;9;14900000;22451000.0;5796.0;5796.0;920.0;9;VAGO;7551000.0;50.67785234899329
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;10;14900000;20552000.0;5796.0;5796.0;920.0;7;VAGO;5652000.0;37.93288590604027
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;11;14900000;20552000.0;5796.0;5796.0;920.0;5;VAGO;5652000.0;37.93288590604027
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;12;14900000;23151000.0;5796.0;5796.0;920.0;9;VAGO;8251000.0;55.375838926174495
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;13;14900000;22812477.0;5796.0;5796.0;920.0;7;VAGO;7912477.0;53.10387248322148
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;14;14900000;20552000.0;5796.0;5796.0;920.0;5;VAGO;5652000.0;37.93288590604027
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;11/2020;15;14900000;21604012.0;5796.0;5796.0;920.0;6;OBSTRUIDO;6704012.0;44.99336912751678
SETOR P NORTE-ENTREQUADRA                    ;CEILANDIA;60216;11/2020;19;59600;150000.0;160.0;80.0;40.0;2;VAGO;90400.0;151.6778523489933
SETOR N NORTE                                ;CEILANDIA;60222;11/2020;20;283000;316300.0;1200.0;600.0;300.0;1;CERCADO;33300.0;11.76678445229682
SETOR OESTE                                  ;GAMA;60214;11/2020;22;147000;212000.0;550.0;550.0;275.0;7;CERCADO;65000.0;44.21768707482993
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;11/2020;24;282000;352000.0;960.0;600.0;600.0;7;OBSTRUIDO;70000.0;24.822695035460992
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;28;226000;297101.0;388.8;388.8;162.0;27;VAGO;71101.0;31.460619469026547
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;29;232000;290622.09;399.6;399.6;166.5;19;VAGO;58622.090000000026;25.268142241379323
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;30;232000;302000.0;399.6;399.6;166.5;15;VAGO;70000.0;30.17241379310345
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;31;226000;281200.0;388.8;388.8;162.0;14;VAGO;55200.0;24.424778761061948
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;32;277000;331000.0;486.456;486.456;202.69;16;VAGO;54000.0;19.494584837545126
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;33;226000;268254.77;388.8;388.8;162.0;7;VAGO;42254.77000000002;18.69680088495576
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;34;232000;321500.0;399.6;399.6;166.5;11;VAGO;89500.0;38.577586206896555
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;35;232000;279980.0;399.6;399.6;166.5;9;VAGO;47980.0;20.68103448275862
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2020;36;226000;315100.0;388.8;388.8;162.0;12;VAGO;89100.0;39.424778761061944
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;11/2020;37;254000;310000.0;441.0;441.0;183.75;21;VAGO;56000.0;22.04724409448819
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;11/2020;39;1390000;1737500.0;3600.0;2700.0;900.0;1;VAGO;347500.0;25.0
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;11/2020;40;1390000;1737500.0;3600.0;2700.0;900.0;1;VAGO;347500.0;25.0
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;11/2020;42;511000;582471.59;1344.825;1344.825;896.55;6;VAGO;71471.58999999997;13.986612524461833
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;11/2020;43;506000;543000.0;1329.0;1329.0;886.0;3;VAGO;37000.0;7.312252964426877
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;11/2020;44;403000;551000.0;1200.0;1200.0;800.0;13;VAGO;148000.0;36.72456575682382
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;11/2020;45;599000;629000.0;1907.715;1907.715;1271.81;3;VAGO;30000.0;5.008347245409015
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;11/2020;46;431000;562031.5;1304.94;1304.94;869.96;19;VAGO;131031.5;30.401740139211135
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;11/2020;48;397000;553300.0;600.0;600.0;750.0;3;OCUPADO;156300.0;39.37027707808564
PARANOÁ PARQUE;PARANOA;60221;11/2020;54;888000;890001.0;3240.009;1800.005;1800.005;1;VAGO;2001.0;0.22533783783783784
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;11/2020;68;271000;301000.0;866.272;677.952;376.64;1;VAGO;30000.0;11.07011070110701
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;11/2020;70;89300;91501.0;230.0;180.0;100.0;1;VAGO;2201.0;2.4647256438969767
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60224;11/2020;72;565000;565500.0;2162.368;2162.368;675.74;1;CERCADO;500.0;0.08849557522123894
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60224;11/2020;73;666000;667000.0;2576.704;2576.704;805.22;1;OCUPADO;1000.0;0.15015015015015015
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;11/2020;75;292000;332000.0;935.76;436.688;311.92;2;VAGO;40000.0;13.698630136986301
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;76;60400;136000.0;109.58;76.706;54.79;8;VAGO;75600.0;125.16556291390728
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;77;78900;101501.0;151.92;106.344;75.96;1;VAGO;22601.0;28.64512040557668
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;78;60300;178000.0;109.42;76.594;54.71;6;VAGO;117700.0;195.19071310116087
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;79;59200;83608.0;107.06;74.942;53.53;3;VAGO;24408.0;41.22972972972973
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;81;79100;106320.0;152.24;106.568;76.12;1;OBSTRUIDO;27220.0;34.41213653603034
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;82;59400;79380.0;107.46;75.222;53.73;3;VAGO;19980.0;33.63636363636363
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;85;59400;95000.0;107.36;75.152;53.68;5;VAGO;35600.0;59.93265993265994
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;86;78100;111000.0;149.94;104.958;74.97;2;VAGO;32900.0;42.12548015364917
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;90;63500;138000.0;116.6;81.62;58.3;5;VAGO;74500.0;117.32283464566929
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;11/2020;91;78100;131000.0;150.0;105.0;75.0;2;OCUPADO;52900.0;67.73367477592829
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;98;143000;200100.0;350.0;200.0;100.0;4;VAGO;57100.0;39.930069930069926
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;99;143000;190000.0;350.0;200.0;100.0;2;VAGO;47000.0;32.86713286713287
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;100;143000;190000.0;350.0;200.0;100.0;2;OBSTRUIDO;47000.0;32.86713286713287
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;101;143000;150500.0;350.0;200.0;100.0;1;VAGO;7500.0;5.244755244755245
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;102;143000;150500.0;350.0;200.0;100.0;3;VAGO;7500.0;5.244755244755245
QS-SAMAMBAIA;SAMAMBAIA;60217;11/2020;103;143000;160000.0;350.0;200.0;100.0;3;VAGO;17000.0;11.888111888111888
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2020;105;982000;1083000.0;3623.7;2415.8;1207.9;2;OBSTRUIDO;101000.0;10.285132382892057
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2020;106;722000;801500.0;2638.14;1758.76;879.38;1;OBSTRUIDO;79500.0;11.011080332409973
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2020;108;203000;210000.0;525.0;350.0;175.0;2;VAGO;7000.0;3.4482758620689653
QN-SAMAMBAIA;SAMAMBAIA;60220;11/2020;112;147000;168000.0;450.0;300.0;150.0;4;OCUPADO;21000.0;14.285714285714285
QN-SAMAMBAIA;SAMAMBAIA;60220;11/2020;115;113000;160000.0;600.0;400.0;200.0;5;VAGO;47000.0;41.5929203539823
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2020;120;109000;121000.0;300.0;200.0;100.0;1;VAGO;12000.0;11.009174311926607
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2020;121;109000;120000.0;300.0;200.0;100.0;1;VAGO;11000.0;10.091743119266056
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2020;122;306000;315199.99;1059.96;706.64;353.32;1;VAGO;9199.98999999999;3.006532679738559
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;11/2020;126;151000;277000.0;556.5;556.5;278.25;3;OCUPADO;126000.0;83.44370860927152
SANTA MARIA                                  ;SANTA MARIA;60217;11/2020;129;1020000;1021000.0;2992.0;1047.2;748.0;2;OBSTRUIDO;1000.0;0.09803921568627451
SETOR HOTELEIRO;SOBRADINHO;60217;11/2020;133;561000;1137540.0;900.0;720.0;300.0;4;OBSTRUIDO;576540.0;102.77005347593582
SETOR M NORTE-QUADRA RESIDENCIAL             ;TAGUATINGA;60214;11/2020;134;143000;143000.0;256.0;256.0;128.0;1;CONSTRUIDO;0.0;0.0
SETOR M NORTE-QUADRA RESIDENCIAL             ;TAGUATINGA;60214;11/2020;135;143000;143000.0;256.0;256.0;128.0;1;CONSTRUIDO;0.0;0.0
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;12/2020;4;155000;205267.23;15.0;15.0;15.0;3;VAGO;50267.23000000001;32.43047096774194
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1000;12/2020;5;155000;157501.5;15.0;15.0;15.0;2;VAGO;2501.5;1.6138709677419354
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1894;12/2020;6;6200000;6588000.0;2286.0;2286.0;900.0;4;OBSTRUIDO;388000.0;6.258064516129032
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1894;12/2020;7;6200000;6570000.0;2286.0;2286.0;900.0;2;VAGO;370000.0;5.967741935483871
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1894;12/2020;8;5670000;6152000.0;1905.0;1905.0;750.0;2;VAGO;482000.0;8.500881834215168
CANDANGOLANDIA                               ;BRASILIA;60578;12/2020;10;1130000;1190999.99;2890.275;963.425;963.425;2;OCUPADO;60999.98999999999;5.398229203539822
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60602;12/2020;15;5460000;7428562.38;300.0;300.0;1200.0;2;VAGO;1968562.38;36.05425604395604
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60038;12/2020;16;2940000;3157121.0;1096.0;1096.0;800.0;2;VAGO;217121.0;7.385068027210884
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60038;12/2020;17;2940000;3158121.0;1096.0;1096.0;800.0;1;VAGO;218121.0;7.419081632653062
SETOR DE ARMAZENAGEM E ABASTECIMENTO         ;BRASILIA;60225;12/2020;20;849000;1350000.0;1000.0;1000.0;500.0;1;OCUPADO;501000.0;59.01060070671378
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;12/2020;23;143000;220000.1;500.0;500.0;250.0;12;OCUPADO;77000.1;53.84622377622378
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;12/2020;24;135000;135000.0;300.0;300.0;150.0;1;OCUPADO;0.0;0.0
SETOR LESTE                                  ;GAMA;60214;12/2020;25;148000;149000.0;550.0;550.0;275.0;1;VAGO;1000.0;0.6756756756756757
SETOR LESTE                                  ;GAMA;60214;12/2020;26;148000;156983.0;550.0;550.0;275.0;1;OCUPADO;8983.0;6.069594594594594
SETOR OESTE                                  ;GAMA;60214;12/2020;27;147000;157000.0;550.0;550.0;275.0;2;OCUPADO;10000.0;6.802721088435375
SETOR OESTE (COM);GAMA;60216;12/2020;30;156000;165000.0;900.0;450.0;225.0;1;OCUPADO;9000.0;5.769230769230769
SETOR SUL                                    ;GAMA;60216;12/2020;31;193000;195000.0;1250.0;625.0;312.5;2;OCUPADO;2000.0;1.0362694300518136
SETOR SUL                                    ;GAMA;60216;12/2020;34;193000;202508.08;1250.0;625.0;312.5;1;EM CONSTRUCAO;9508.079999999987;4.926466321243517
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;12/2020;37;226000;351000.0;388.8;388.8;162.0;20;VAGO;125000.0;55.309734513274336
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60220;12/2020;38;297000;391101.03;527.664;527.664;219.86;24;VAGO;94101.03000000003;31.683848484848493
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60217;12/2020;39;4800000;5177000.0;6049.68;6049.68;2016.56;1;VAGO;377000.0;7.854166666666666
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;42;503000;623500.0;1320.0;1320.0;880.0;10;VAGO;120500.0;23.956262425447317
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;43;513000;592000.0;1350.0;1350.0;900.0;2;VAGO;79000.0;15.39961013645224
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;44;452000;610700.0;1380.0;1380.0;920.0;17;OCUPADO;158700.0;35.11061946902655
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;45;568000;630500.0;1795.605;1795.605;1197.07;7;VAGO;62500.0;11.003521126760564
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;46;428000;583100.0;1293.0;1293.0;862.0;17;VAGO;155100.0;36.23831775700935
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;12/2020;47;546000;601000.0;1720.125;1720.125;1146.75;3;VAGO;55000.0;10.073260073260073
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60222;12/2020;48;2090000;2127102.7;3743.22;3743.22;3119.35;2;CERCADO;37102.700000000186;1.77524880382776
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;12/2020;50;413000;475550.0;640.0;640.0;800.0;1;OCUPADO;62550.0;15.145278450363195
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;12/2020;52;412000;523000.02;636.4;636.4;795.5;2;OCUPADO;111000.02000000002;26.941752427184472
AVENIDA CENTRAL                              ;NUCLEO BANDEIRANTE;60214;12/2020;53;197000;363000.0;288.0;288.0;120.0;45;VAGO;166000.0;84.26395939086294
PLACA DA MERCEDES                            ;NUCLEO BANDEIRANTE;60224;12/2020;54;897000;1321000.0;2100.0;1700.0;1000.0;6;CONSTRUIDO;424000.0;47.26867335562987
